filename,label
real_quake_0.csv,real_quake
real_quake_1.csv,real_quake
real_quake_2.csv,real_quake
real_quake_3.csv,real_quake
real_quake_4.csv,real_quake
real_quake_5.csv,real_quake
real_quake_6.csv,real_quake
real_quake_7.csv,real_quake
real_quake_8.csv,real_quake
real_quake_9.csv,real_quake
real_quake_10.csv,real_quake
real_quake_11.csv,real_quake
real_quake_12.csv,real_quake
real_quake_13.csv,real_quake
real_quake_14.csv,real_quake
real_quake_15.csv,real_quake
real_quake_16.csv,real_quake
real_quake_17.csv,real_quake
real_quake_18.csv,real_quake
real_quake_19.csv,real_quake
real_quake_20.csv,real_quake
real_quake_21.csv,real_quake
real_quake_22.csv,real_quake
real_quake_23.csv,real_quake
real_quake_24.csv,real_quake
real_quake_25.csv,real_quake
real_quake_26.csv,real_quake
real_quake_27.csv,real_quake
real_quake_28.csv,real_quake
real_quake_29.csv,real_quake
real_quake_30.csv,real_quake
real_quake_31.csv,real_quake
real_quake_32.csv,real_quake
real_quake_33.csv,real_quake
real_quake_34.csv,real_quake
real_quake_35.csv,real_quake
real_quake_36.csv,real_quake
real_quake_37.csv,real_quake
real_quake_38.csv,real_quake
real_quake_39.csv,real_quake
real_quake_40.csv,real_quake
real_quake_41.csv,real_quake
real_quake_42.csv,real_quake
real_quake_43.csv,real_quake
real_quake_44.csv,real_quake
real_quake_45.csv,real_quake
real_quake_46.csv,real_quake
real_quake_47.csv,real_quake
real_quake_48.csv,real_quake
real_quake_49.csv,real_quake
real_quake_50.csv,real_quake
real_quake_51.csv,real_quake
real_quake_52.csv,real_quake
real_quake_53.csv,real_quake
real_quake_54.csv,real_quake
real_quake_55.csv,real_quake
real_quake_56.csv,real_quake
real_quake_57.csv,real_quake
real_quake_58.csv,real_quake
real_quake_59.csv,real_quake
real_quake_60.csv,real_quake
real_quake_61.csv,real_quake
real_quake_62.csv,real_quake
real_quake_63.csv,real_quake
real_quake_64.csv,real_quake
real_quake_65.csv,real_quake
real_quake_66.csv,real_quake
real_quake_67.csv,real_quake
real_quake_68.csv,real_quake
real_quake_69.csv,real_quake
real_quake_70.csv,real_quake
real_quake_71.csv,real_quake
real_quake_72.csv,real_quake
real_quake_73.csv,real_quake
real_quake_74.csv,real_quake
real_quake_75.csv,real_quake
real_quake_76.csv,real_quake
real_quake_77.csv,real_quake
real_quake_78.csv,real_quake
real_quake_79.csv,real_quake
real_quake_80.csv,real_quake
real_quake_81.csv,real_quake
real_quake_82.csv,real_quake
real_quake_83.csv,real_quake
real_quake_84.csv,real_quake
real_quake_85.csv,real_quake
real_quake_86.csv,real_quake
real_quake_87.csv,real_quake
real_quake_88.csv,real_quake
real_quake_89.csv,real_quake
real_quake_90.csv,real_quake
real_quake_91.csv,real_quake
real_quake_92.csv,real_quake
real_quake_93.csv,real_quake
real_quake_94.csv,real_quake
real_quake_95.csv,real_quake
real_quake_96.csv,real_quake
real_quake_97.csv,real_quake
real_quake_98.csv,real_quake
real_quake_99.csv,real_quake
real_quake_100.csv,real_quake
real_quake_101.csv,real_quake
real_quake_102.csv,real_quake
real_quake_103.csv,real_quake
real_quake_104.csv,real_quake
real_quake_105.csv,real_quake
real_quake_106.csv,real_quake
real_quake_107.csv,real_quake
real_quake_108.csv,real_quake
real_quake_109.csv,real_quake
real_quake_110.csv,real_quake
real_quake_111.csv,real_quake
real_quake_112.csv,real_quake
real_quake_113.csv,real_quake
real_quake_114.csv,real_quake
real_quake_115.csv,real_quake
real_quake_116.csv,real_quake
real_quake_117.csv,real_quake
real_quake_118.csv,real_quake
real_quake_119.csv,real_quake
real_quake_120.csv,real_quake
real_quake_121.csv,real_quake
real_quake_122.csv,real_quake
