ax,ay,az
0.59275764,13.717313,4.5262823
-6.3071933,-7.6363077,-11.746441
-20.535065,-20.93391,1.9948663
-8.517915,-1.2997786,8.685965
4.056185,-5.6160645,-17.679493
5.347739,-22.932333,-20.893423
4.531738,-2.243355,1.4718385
4.086929,10.334608,-4.6047635
24.048412,-11.85526,-20.441051
28.6528,-11.349047,7.5257215
-5.472227,9.43889,40.56923
-23.828308,5.958246,12.410227
-4.086977,-8.265389,-16.415834
8.606348,-7.7747035,3.1036744
-8.760613,-10.01194,6.4119987
-11.046507,-24.54423,-19.298632
3.5574677,-10.783655,-11.903121
-15.925611,22.687044,6.152469
-17.050592,6.300333,-19.470886
25.093836,-20.038504,-26.412642
35.138855,4.376428,8.73625
7.2174687,22.058937,13.7987585
-22.887152,-1.4623951,-10.123043
-24.674301,-19.965517,-13.214342
-9.97223,2.7031977,4.863745
-20.729588,17.936735,2.5976794
-26.025871,-13.220895,-18.343895
3.0816123,-24.117264,-5.702773
19.861326,9.745822,20.23019
-0.19964075,15.772831,4.79986
-10.268257,-14.340567,-17.311058
4.4251513,-15.324445,-4.891773
19.498888,15.429297,0.9547157
22.093609,11.609012,-20.763346
9.069514,-21.970781,-12.909614
6.8414536,-1.3365047,13.196571
0.5017541,23.447086,-5.0534377
-17.489202,-10.38176,-26.854189
-6.9927363,-20.982134,-10.4667
7.9730034,16.292297,8.952997
-4.4314723,18.717081,-9.014386
-17.672495,-22.290668,-29.47016
-2.879118,-6.3795295,0.4319258
12.605729,29.87505,9.799203
15.587248,4.4749923,-21.219679
29.951702,-13.866447,0.034862697
29.856293,17.113863,34.875145
2.3555007,24.456244,7.1434164
-23.969608,-12.470601,-14.060196
-29.2873,-14.035254,14.08664
-20.827717,7.6446915,16.859457
-8.033184,-5.457163,-20.05037
11.347865,-29.344076,-17.28953
18.069948,-16.93598,14.697226
11.53877,4.627728,6.393853
2.1037273,-4.590411,-4.525341
-6.3648915,-18.27397,11.948034
-1.8432956,-18.526108,11.110708
-0.39622328,-14.033982,-5.477258
-13.802586,-20.706041,-4.392141
-24.49074,-18.698849,6.0758176
-19.821335,-15.000813,-2.0175521
1.3606853,-15.479367,-10.377211
19.128574,0.8692861,1.2875073
14.114341,4.4306345,10.082922
11.076513,11.961173,9.577875
8.819756,27.185614,15.48041
-1.1206354,16.047117,20.829536
8.65209,-0.9994748,16.80201
8.456951,2.0567138,16.092222
-12.46801,7.900319,10.036516
-11.012715,-5.0243053,-7.684823
6.322194,-10.063151,-5.747085
5.497463,3.8257463,13.486677
-1.9651061,14.042436,13.387005
-1.967476,10.701454,-2.3350685
-10.431709,12.164913,-5.5695615
-8.347045,15.684934,0.82435685
1.9771209,1.1971713,-8.620131
4.20189,-1.1224447,-9.059381
12.43349,7.159012,18.328615
12.581244,1.1537038,21.874605
8.915449,-8.784251,1.3106834
0.9193109,-2.5984347,-0.28498894
-28.747765,12.451135,-0.79466033
-33.67615,-1.4422358,-18.532461
-14.5048,-15.125692,-17.931225
-17.393326,-3.2560992,-0.882264
-18.16561,5.2867084,-0.2000618
-2.2779603,7.1278973,-2.2268927
13.192524,6.6335588,7.3574386
11.79659,13.68563,13.39593
0.4706805,18.987564,1.7711537
-5.058195,12.317397,-8.041675
-10.423693,6.4602833,-3.9138336
-3.7777224,1.942566,2.3673143
-1.4445629,-0.9226077,4.3855705
-2.4966247,-0.42961556,-0.4370115
9.632348,13.800413,3.6759408
3.599781,20.274488,4.58553
5.8737745,4.484161,-5.1641426
22.6534,14.191884,3.5723667
13.036452,20.105967,8.786192
9.866853,-8.866964,-8.535538
24.109303,-14.076995,-4.372341
21.115921,12.9253,18.229172
4.2269783,18.935514,9.266247
-1.648979,-14.410177,-3.06802
3.3958893,-12.899,10.758405
4.546499,14.255229,4.4182944
3.6546528,-4.8981442,-23.835175
0.68433493,-12.7958145,-27.256704
-1.0276315,11.869102,-9.606148
-5.1785126,23.237606,-6.0878043
-13.734809,7.6297264,-15.532072
-10.967949,-14.817531,-14.076016
3.4806073,-11.541988,-5.6388607
15.324418,-4.007661,-1.2346244
4.6306696,-11.699414,6.11331
-17.34588,-10.253617,12.414208
-24.214622,-2.9063842,2.7114882
-17.057459,-8.598836,-17.11312
-13.000534,-15.10952,-21.84059
-10.853671,-16.067839,-7.812682
10.320511,-7.3712063,-1.5564651
20.261196,3.432043,-8.678951
7.652505,6.182371,2.5840347
6.4673305,15.001011,19.315775
2.8570774,6.510443,4.4864945
-8.220978,-11.454052,-8.726602
-7.9724607,-0.21126208,5.16023
-2.895611,0.91800404,7.117251
-2.7990413,-19.00189,-16.346813
-1.5481921,-11.7430935,-18.125324
-5.6079865,0.029060252,-4.0091543
-13.238152,-4.501825,-1.5918173
-3.308161,8.047836,10.373898
8.986563,16.529222,15.618866
13.07316,-8.982236,2.763917
15.224493,-25.564611,0.6308883
7.443872,-8.070356,15.079126
-2.4798977,-5.8480883,3.4963663
8.806149,-22.211004,-16.778748
19.89885,-5.2221174,9.41855
1.0729505,23.510181,18.032827
-0.5579411,14.285228,-13.650384
16.289501,5.1579638,-14.246951
3.960034,23.719255,12.088911
-13.357609,12.603063,6.4323745
-3.6148083,-14.883708,-14.359873
11.100712,4.9720535,4.1512833
1.7276354,19.346693,1.9394428
-10.326094,-17.78756,-26.223228
-13.981769,-22.437254,-3.6720417
-15.753093,20.297764,23.019926
-10.610115,9.6132145,8.851786
-8.27312,-34.681995,-6.970283
-8.1326475,-17.389433,12.369562
-8.85905,9.122531,13.921008
-6.6069045,-19.495375,-18.310196
2.5609403,-23.111427,-9.017991
7.9090805,27.250721,13.62505
16.010319,29.494123,3.1704154
28.447485,-12.104507,-2.6443982
27.431738,-1.894944,33.35169
