ax,ay,az
-3.1515064,-3.4949288,-2.6407552
-6.449332,1.5812291,-0.37344757
-1.8948276,0.9460941,0.4914448
5.3938293,-4.0932417,-0.84482425
2.409618,0.29807737,0.60110116
-4.7616496,4.105633,2.5724072
-4.0923586,6.041142,2.7877011
-1.0606115,-0.24086316,-3.1847835
5.7288394,6.5128665,-1.8982508
-1.5583701,-1.3659439,1.8977334
-5.1508574,4.7574363,0.4911983
-2.112053,4.914277,-1.0832957
0.051300496,4.346968,0.8820337
3.5390317,4.193071,1.947343
0.11277085,-5.4040256,3.2110465
0.57169414,6.117961,5.087219
-1.0575051,-0.010860181,0.3877654
4.007376,4.9438677,1.4174061
0.6234,5.55218,1.4050887
-3.3230538,-0.62042654,0.88526314
2.4206622,-6.2883496,1.3878924
2.2976658,2.921532,0.35440162
3.5861895,8.997514,1.4798149
0.7182608,-2.028814,-0.2804512
2.188595,4.0046988,2.7577784
-1.0352033,-4.977298,3.9689183
-1.8660188,6.9812407,0.19247906
0.21355192,2.1369383,-1.8259977
-2.786502,0.50640315,-0.276771
-2.3186858,5.0045056,1.3925086
1.2601233,-10.285779,2.3086922
5.4999566,3.4364178,2.681553
-0.8097806,1.0074497,2.894892
-1.2836461,1.6607449,2.1077743
0.041937944,1.4792986,-0.576258
0.21952224,-3.6628973,1.7312499
2.9888628,-4.4583693,-0.12904148
0.8450078,-1.9620446,-0.46677387
-3.8274057,-1.4284259,1.3228606
-2.5059664,-8.606795,-0.6042033
5.690005,-5.10831,-1.0923811
2.0892062,-3.8706717,-1.7737281
0.5832398,5.6477637,0.6867098
-1.3123616,-1.7699628,2.0070517
-4.2891192,-6.3248606,1.654961
4.4844165,-0.9939357,-0.22653674
6.9167714,-7.444851,-0.23108771
-0.43289387,-3.1613696,1.587128
-1.813123,0.024230469,2.965607
3.9476323,-6.168254,1.5232627
2.497366,-9.947371,-1.8259969
2.64969,-4.0018773,-0.34330708
3.8847082,-8.383527,-0.6570674
4.5811057,-7.696581,0.0087630665
-0.51169634,-2.150272,-0.49733165
1.5742375,-5.479291,-3.4794064
8.526626,-12.000684,-3.2692974
-4.6136165,-5.5767083,1.1287563
4.182862,1.2937423,0.09143177
5.0305266,-13.24157,-5.2354836
-1.8155969,-1.045364,-2.3228846
5.9790196,1.4874723,-1.642311
0.026073119,-14.239555,-2.4862797
3.6072989,-5.972863,-3.047081
-1.4485606,-1.6779047,-2.4710956
-1.1543648,-7.395587,-1.3565705
4.00866,-4.412223,-1.359296
-0.6549186,-4.7508206,-3.478046
6.740447,-9.524983,-5.2331414
6.8637886,-1.8735476,-0.31842282
2.8324108,0.8491167,-3.1497824
5.4377146,1.3024474,-2.8663697
4.200265,-9.221713,0.9774181
5.108465,-4.3886533,-1.2575452
10.860502,3.5790448,-1.691498
9.814371,-5.356258,-1.5964854
1.8564743,2.7091599,0.9104844
-3.4715452,2.0810537,1.109302
5.181917,-4.693545,-0.22259088
9.271692,-2.0169337,-2.0945327
8.742098,7.2665033,-2.1350648
4.1990542,-3.5111198,0.86138403
-4.6870847,-1.5824366,3.121123
0.51348513,6.940639,4.0383735
5.7316375,-0.7111355,4.5116453
8.264997,2.8750722,5.479961
1.0194561,-1.5233108,3.015582
-0.6672705,5.5175996,3.2056766
0.34720996,-1.9928324,4.6574864
-2.5407498,3.6324043,3.1762972
3.970127,11.367859,3.4975991
3.4124484,-6.4119763,6.3568406
1.9955995,6.2133365,6.5656486
-0.8321088,7.9599376,5.7264943
1.3398592,1.6550189,6.9039474
2.8398821,7.9343185,5.2447295
2.8199441,9.422439,4.5426717
2.6157222,-3.2418945,7.9113984
-1.7875494,2.3256361,7.473671
2.6671383,13.690661,2.7230792
3.3791926,0.018612685,7.7111306
0.021680165,5.0942984,8.691746
-3.6637397,5.3143463,4.171495
0.59057814,1.9099787,5.956989
-1.8185012,6.4829726,4.7041197
-5.8103695,4.8086042,6.6062536
2.1291792,0.81649274,5.2929587
-0.42637748,-5.4144406,4.570162
-2.6835425,6.4411006,7.0469627
-3.2999256,7.223989,3.7078805
-1.3423705,-2.7616103,5.0662956
-0.3199559,6.953102,6.9625516
-4.001543,-0.9962521,4.3278155
-3.3645415,-9.191971,6.363718
-4.7765136,6.905895,6.804179
-6.3938866,5.546723,0.8712925
-6.6821017,-1.9183339,2.5326016
-8.439715,-1.7832093,4.4546247
-6.713178,-0.63833344,1.4578134
-2.5047145,2.0005252,2.1823013
-5.900837,4.6041074,4.490057
-6.5921426,3.0083513,3.0852993
-4.209453,-5.293425,1.5854726
-6.797957,-3.6734738,5.1818233
-3.5536773,1.6270937,4.6958914
-0.17324229,2.9338377,3.4603443
-2.953257,-3.5649266,2.8443239
-5.6762733,3.7177036,-0.16643019
-6.4509583,3.3187635,1.0831685
-5.2954755,-6.6294613,1.2448348
-1.0515783,7.6643014,-3.6035008
-2.0220733,2.5648067,-2.3103607
-11.7873,0.5802332,2.774059
-11.825119,3.4627848,1.1094755
-2.6565883,0.7044006,-1.7542225
-0.74915665,2.4844496,-2.535582
-1.6088097,-0.34099376,-0.21759562
-5.7986317,1.9123101,-2.2271242
-7.6945586,-0.74264055,-4.693501
-1.8812603,1.8284222,-1.8968779
-0.00079638034,1.5113027,-3.2912412
1.0618194,-1.8701899,-2.5001774
-3.520743,-10.415831,-2.0316086
-2.0354874,-0.41447228,-2.1038218
-1.1084408,4.79895,-0.84895796
-4.3743896,-5.2560177,-3.8068984
4.47363,8.666289,-3.6998672
-0.131508,-7.8011107,-2.6412365
-1.719243,-6.718043,-4.6211243
0.81111753,5.248892,-4.5835547
3.080674,-1.9653372,-3.6511633
2.7528265,7.586367,-2.6475248
-8.412288,4.3729997,-2.7833557
-4.06168,1.4973444,-4.8725986
-1.3241559,-3.7444339,-4.0066957
3.3571339,-2.1512191,-6.27384
6.505266,2.910014,-10.359975
-4.213437,-3.6333714,-7.807584
-9.698316,-1.4157311,-4.903763
-2.9232507,4.882036,-4.460476
8.1634245,-3.6433287,-4.638087
8.175176,-4.6769695,-6.2570443
3.1336405,6.367901,-6.5622244
-4.910971,-3.5169473,-3.1973407
-5.8353233,0.76142883,-5.683739
2.921318,8.400407,-9.310259
6.1516085,-3.6989005,-5.9462566
3.7666292,-5.6254916,-5.668193
-5.940497,-0.23439369,-4.315529
-7.386989,2.4886138,-5.248853
2.9650953,0.15186742,-6.871008
1.3741609,-2.2773392,-1.945981
-0.076077305,-5.521225,-4.7032084
-0.8970775,-8.957677,-5.7266927
-7.193857,0.7790766,-4.7582693
-2.039328,8.449925,-7.7042494
0.52409893,-5.0052013,-3.9056127
-0.05393699,-6.998134,-3.9562252
1.1778356,-0.84030205,-4.1364236
3.9335773,-3.4582427,-3.4078422
3.9089108,4.4747286,-6.5551915
-5.1945305,2.9468899,-3.9470377
-1.1839731,-8.079106,-4.2148247
3.552578,-3.661618,-5.5718856
-1.1779183,3.380749,-3.0468822
-0.6758959,1.7592036,-3.3516085
-2.1865315,-3.1193075,-3.9845104
-5.8259487,-3.830964,-3.2988958
1.8021814,0.4509744,-3.018579
7.115901,-2.4435296,-3.3973296
-6.2583523,1.0694956,-2.1405666
-9.783364,7.0156107,-1.6296628
-1.3500978,-5.4122334,-3.353871
2.380245,-2.3304217,-4.960539
0.67744106,4.020984,-4.668246
-3.505461,-5.653464,-2.3587377
-1.0880882,0.6050896,-2.0820138
-4.4684196,3.9054465,-0.81029415
-0.6689728,-0.68757695,-0.5598905
3.6264908,3.5040336,-3.3430398
-4.264079,2.9779103,-0.04187688
0.0053445273,2.230246,-0.95581895
-0.9936066,1.6142238,-5.554683
-2.340426,1.0095565,-2.5452497
0.3039537,5.3165736,-0.17067784
-2.6163375,0.77120775,1.9491715
-1.1619097,-0.90491784,3.1354592
-0.94728065,4.584049,1.5020123
2.675221,-1.1636261,-0.5723541
-0.30451065,0.525705,2.0847263
-5.260574,4.5672245,3.773151
1.4536086,0.46016446,1.6427373
6.911172,3.46072,4.269419
1.4257766,5.257259,5.127136
-2.8547504,3.5592654,3.9525597
3.6808875,-0.061297137,0.5756868
4.386364,6.7959604,1.7814828
6.2533097,8.611522,5.08348
7.6994004,1.9910927,2.66912
0.03156768,4.4980726,1.7622153
0.21454689,1.9327202,2.5586443
6.9580607,1.7122036,1.6596559
5.944022,-0.38991836,0.4424482
2.0502734,5.155385,5.805113
1.9127834,5.1950855,4.333449
4.265595,-3.4324343,1.1560065
5.1819215,1.9717505,3.35812
6.5552526,0.6967033,2.5772524
11.811873,-0.94357824,5.6481295
3.8814929,3.5427985,7.0159225
-0.21359065,5.3645825,4.215314
5.360232,-1.8193048,2.5101306
7.9218965,-1.1917585,5.033416
7.188476,1.7210574,5.0996203
1.0610303,-0.8027685,3.0656698
2.4703166,0.37355188,2.8541627
2.1605349,3.3220403,3.245166
9.166395,3.290959,1.847671
11.353247,-5.953514,1.5121288
3.0526068,4.544335,5.152946
5.891165,5.394478,1.8087733
3.917883,-3.0798912,2.797004
6.8574224,5.7019114,4.185283
7.807326,2.0577395,1.6662639
3.0903382,-5.818638,1.7952039
6.9086623,1.8792778,1.6227082
4.4220076,4.8343663,3.7442548
5.2808275,-3.6860054,1.6077367
6.8865495,3.766751,3.0468848
3.7888267,1.2826653,4.6623
8.619102,-2.1143925,4.6137733
6.3224254,-1.9703375,3.9078903
4.61191,-2.1796834,2.315255
3.9668682,2.926161,5.462504
1.683292,-2.7762673,4.060211
7.8915215,-0.791541,3.366729
4.679805,-6.0283937,3.8599498
0.12990825,-3.1754956,2.5641294
-1.3631499,2.2484481,1.7773712
-1.45245,-1.5344111,4.990869
1.6751932,-6.61916,3.8718078
3.0061538,-6.193137,0.5554038
1.8745794,-2.3517008,3.254008
-1.586089,-4.432155,1.1387295
-0.72610164,1.2913613,1.9859728
-1.2766228,-8.427929,4.7384872
1.8455857,-3.6792238,3.0033066
2.9796872,-3.9931884,-0.5765494
2.458762,-7.67715,0.23270041
1.3156127,3.4176948,-0.7467852
-5.0661306,-5.26068,-2.4215345
-0.15054174,-4.79098,-1.6596773
-1.8066682,-5.609232,-4.0961933
-2.4923446,-2.6725137,-1.2153988
2.3900259,-1.5161973,-3.847554
-3.951884,-5.521564,-2.4512084
-7.2995176,-5.665389,0.4357234
-3.6546693,-5.63927,-2.554057
3.1387413,-5.7963514,-3.054331
-1.6005741,-8.247543,-7.691832
-4.371493,-3.719575,-5.2293267
-5.6770835,-10.479176,-0.88113725
-10.042702,-5.402436,-3.1453211
0.31554294,-2.2085056,-6.0481486
-1.034662,-9.114236,-5.869658
-7.6265917,-6.079847,-6.151031
-4.2395754,-3.174592,-4.448626
-6.686556,0.1445765,-3.1252213
-7.548831,-0.7141401,-2.973413
-3.9042342,-1.4547907,-1.86716
-1.0106283,-8.751399,-4.5426354
-4.2322364,-6.902836,-2.304461
-11.6906595,-1.165985,-2.1773443
-6.635968,-3.3729348,-0.47617698
-2.5995774,-7.737385,1.2236363
-4.1917696,-7.051149,-2.5150046
-5.611456,-7.2743645,-3.2025383
-8.058071,-11.113279,-1.5230023
-6.6015873,-0.5757368,1.611817
-8.327912,1.3195994,0.47021303
-2.5406637,-5.604617,-0.3246199
-0.96351016,-7.6566334,1.4878422
-2.5579104,-0.4751091,0.95429516
0.22437769,-2.8849075,-1.4323484
-4.857567,-0.3572801,1.4256785
-6.612528,1.9326413,1.7483381
